gene_id,gene_name,token
ENSG00000125148,MT2A,5555
ENSG00000125149,PHAF1,5556
ENSG00000125166,GOT2,5557
ENSG00000125170,DOK4,5558
ENSG00000125207,PIWIL1,5559
ENSG00000125245,GPR18,5560
ENSG00000125246,CLYBL,5561
ENSG00000125247,TMTC4,5562
ENSG00000125249,RAP2A,5563
ENSG00000125255,SLC10A2,5564
ENSG00000125257,ABCC4,5565
ENSG00000125266,EFNB2,5566
ENSG00000125285,SOX21,5567
ENSG00000125304,TM9SF2,5568
ENSG00000125319,HROB,5569
ENSG00000125337,KIF25,5570
ENSG00000125347,IRF1,5571
ENSG00000125351,UPF3B,5572
ENSG00000125352,RNF113A,5573
ENSG00000125354,SEPTIN6,5574
ENSG00000125355,TMEM255A,5575
ENSG00000125356,NDUFA1,5576
ENSG00000125363,AMELX,5577
ENSG00000125375,DMAC2L,5578
ENSG00000125378,BMP4,5579
ENSG00000125384,PTGER2,5580
ENSG00000125386,FAM193A,5581
ENSG00000125388,GRK4,5582
ENSG00000125398,SOX9,5583
ENSG00000125409,TEKT3,5584
ENSG00000125414,MYH2,5585
ENSG00000125430,HS3ST3B1,5586
ENSG00000125434,SLC25A35,5587
ENSG00000125445,MRPS7,5588
ENSG00000125447,GGA3,5589
ENSG00000125449,ARMC7,5590
ENSG00000125450,NUP85,5591
ENSG00000125454,SLC25A19,5592
ENSG00000125457,MIF4GD,5593
ENSG00000125458,NT5C,5594
ENSG00000125459,MSTO1,5595
ENSG00000125482,TTF1,5596
ENSG00000125484,GTF3C4,5597
ENSG00000125485,DDX31,5598
ENSG00000125492,BARHL1,5599
ENSG00000125498,KIR2DL1,5600
ENSG00000125503,PPP1R12C,5601
ENSG00000125505,MBOAT7,5602
ENSG00000125508,SRMS,5603
ENSG00000125510,OPRL1,5604
ENSG00000125520,SLC2A4RG,5605
ENSG00000125522,NPBWR2,5606
ENSG00000125531,FNDC11,5607
ENSG00000125533,BHLHE23,5608
ENSG00000125534,PPDPF,5609
ENSG00000125538,IL1B,5610
ENSG00000125551,PLGLB2,5611
ENSG00000125571,IL37,5612
ENSG00000125611,CHCHD5,5613
ENSG00000125618,PAX8,5614
ENSG00000125629,INSIG2,5615
ENSG00000125630,POLR1B,5616
ENSG00000125633,CCDC93,5617
ENSG00000125637,PSD4,5618
ENSG00000125648,SLC25A23,5619
ENSG00000125650,PSPN,5620
ENSG00000125651,GTF2F1,5621
ENSG00000125652,ALKBH7,5622
ENSG00000125656,CLPP,5623
ENSG00000125657,TNFSF9,5624
ENSG00000125675,GRIA3,5625
ENSG00000125676,THOC2,5626
ENSG00000125686,MED1,5627
ENSG00000125691,RPL23,5628
ENSG00000125695,,5629
ENSG00000125703,ATG4C,5630
ENSG00000125726,CD70,5631
ENSG00000125730,C3,5632
ENSG00000125731,SH2D3A,5633
ENSG00000125733,TRIP10,5634
ENSG00000125734,GPR108,5635
ENSG00000125735,TNFSF14,5636
ENSG00000125740,FOSB,5637
ENSG00000125741,OPA3,5638
ENSG00000125743,SNRPD2,5639
ENSG00000125744,RTN2,5640
ENSG00000125746,EML2,5641
ENSG00000125753,VASP,5642
ENSG00000125755,SYMPK,5643
ENSG00000125772,GPCPD1,5644
ENSG00000125775,SDCBP2,5645
ENSG00000125779,PANK2,5646
ENSG00000125780,TGM3,5647
ENSG00000125787,GNRH2,5648
ENSG00000125788,DEFB126,5649
ENSG00000125798,FOXA2,5650
ENSG00000125810,CD93,5651
ENSG00000125812,GZF1,5652
ENSG00000125813,PAX1,5653
ENSG00000125814,NAPB,5654
ENSG00000125815,CST8,5655
ENSG00000125816,NKX2-4,5656
ENSG00000125817,CENPB,5657
ENSG00000125818,PSMF1,5658
ENSG00000125820,NKX2-2,5659
ENSG00000125821,DTD1,5660
ENSG00000125823,CSTL1,5661
ENSG00000125826,RBCK1,5662
ENSG00000125827,TMX4,5663
ENSG00000125831,CST11,5664
ENSG00000125834,STK35,5665
ENSG00000125835,SNRPB,5666
ENSG00000125841,NRSN2,5667
ENSG00000125843,AP5S1,5668
ENSG00000125844,RRBP1,5669
ENSG00000125845,BMP2,5670
ENSG00000125846,ZNF133,5671
ENSG00000125848,FLRT3,5672
ENSG00000125850,OVOL2,5673
ENSG00000125851,PCSK2,5674
ENSG00000125861,GFRA4,5675
ENSG00000125863,MKKS,5676
ENSG00000125864,BFSP1,5677
ENSG00000125868,DSTN,5678
ENSG00000125869,LAMP5,5679
ENSG00000125870,SNRPB2,5680
ENSG00000125871,MGME1,5681
ENSG00000125872,LRRN4,5682
ENSG00000125875,TBC1D20,5683
ENSG00000125877,ITPA,5684
ENSG00000125878,TCF15,5685
ENSG00000125879,OTOR,5686
ENSG00000125885,MCM8,5687
ENSG00000125888,BANF2,5688
ENSG00000125895,TMEM74B,5689
ENSG00000125898,FAM110A,5690
ENSG00000125900,SIRPD,5691
ENSG00000125901,MRPS26,5692
ENSG00000125903,DEFB129,5693
ENSG00000125910,S1PR4,5694
ENSG00000125912,NCLN,5695
ENSG00000125931,CITED1,5696
ENSG00000125944,HNRNPR,5697
ENSG00000125945,ZNF436,5698
ENSG00000125952,MAX,5699
ENSG00000125954,CHURC1-FNTB,5700
ENSG00000125962,ARMCX5,5701
ENSG00000125965,GDF5,5702
ENSG00000125966,MMP24,5703
ENSG00000125967,NECAB3,5704
ENSG00000125968,ID1,5705
ENSG00000125970,RALY,5706
ENSG00000125971,DYNLRB1,5707
ENSG00000125975,C20orf173,5708
ENSG00000125977,EIF2S2,5709
ENSG00000125991,ERGIC3,5710
ENSG00000125995,ROMO1,5711
ENSG00000125998,FAM83C,5712
ENSG00000125999,BPIFB1,5713
ENSG00000126001,CEP250,5714
ENSG00000126003,PLAGL2,5715
ENSG00000126005,MMP24OS,5716
ENSG00000126010,GRPR,5717
ENSG00000126012,KDM5C,5718
ENSG00000126016,AMOT,5719
ENSG00000126062,TMEM115,5720
ENSG00000126067,PSMB2,5721
ENSG00000126070,AGO3,5722
ENSG00000126088,UROD,5723
ENSG00000126091,ST3GAL3,5724
ENSG00000126106,TMEM53,5725
ENSG00000126107,HECTD3,5726
ENSG00000126214,KLC1,5727
ENSG00000126215,XRCC3,5728
ENSG00000126216,TUBGCP3,5729
ENSG00000126217,MCF2L,5730
ENSG00000126218,F10,5731
ENSG00000126226,PCID2,5732
ENSG00000126231,PROZ,5733
ENSG00000126233,SLURP1,5734
ENSG00000126243,LRFN3,5735
ENSG00000126246,IGFLR1,5736
ENSG00000126247,CAPNS1,5737
ENSG00000126249,PDCD2L,5738
ENSG00000126251,GPR42,5739
ENSG00000126254,RBM42,5740
ENSG00000126259,KIRREL2,5741
ENSG00000126261,UBA2,5742
ENSG00000126262,FFAR2,5743
ENSG00000126264,HCST,5744
ENSG00000126266,FFAR1,5745
ENSG00000126267,COX6B1,5746
ENSG00000126337,KRT36,5747
ENSG00000126351,THRA,5748
ENSG00000126353,CCR7,5749
ENSG00000126368,NR1D1,5750
ENSG00000126391,FRMD8,5751
ENSG00000126432,PRDX5,5752
ENSG00000126453,BCL2L12,5753
ENSG00000126456,IRF3,5754
ENSG00000126457,PRMT1,5755
ENSG00000126458,RRAS,5756
ENSG00000126460,PRRG2,5757
ENSG00000126461,SCAF1,5758
ENSG00000126464,PRR12,5759
ENSG00000126467,TSKS,5760
ENSG00000126500,FLRT1,5761
ENSG00000126522,ASL,5762
ENSG00000126524,SBDS,5763
ENSG00000126545,CSN1S1,5764
ENSG00000126549,STATH,5765
ENSG00000126550,HTN1,5766
ENSG00000126561,STAT5A,5767
ENSG00000126562,WNK4,5768
ENSG00000126581,BECN1,5769
ENSG00000126583,PRKCG,5770
ENSG00000126602,TRAP1,5771
ENSG00000126603,GLIS2,5772
ENSG00000126653,NSRP1,5773
ENSG00000126698,DNAJC8,5774
ENSG00000126705,AHDC1,5775
ENSG00000126709,IFI6,5776
ENSG00000126733,DACH2,5777
ENSG00000126746,ZNF384,5778
ENSG00000126749,EMG1,5779
ENSG00000126752,SSX1,5780
ENSG00000126756,UXT,5781
ENSG00000126759,CFP,5782
ENSG00000126767,ELK1,5783
ENSG00000126768,TIMM17B,5784
ENSG00000126773,PCNX4,5785
ENSG00000126775,ATG14,5786
ENSG00000126777,KTN1,5787
ENSG00000126778,SIX1,5788
ENSG00000126785,RHOJ,5789
ENSG00000126787,DLGAP5,5790
ENSG00000126790,L3HYPDH,5791
ENSG00000126803,HSPA2,5792
ENSG00000126804,ZBTB1,5793
ENSG00000126814,TRMT5,5794
ENSG00000126821,SGPP1,5795
ENSG00000126822,PLEKHG3,5796
ENSG00000126838,PZP,5797
ENSG00000126856,PRDM7,5798
ENSG00000126858,RHOT1,5799
ENSG00000126860,EVI2A,5800
ENSG00000126861,OMG,5801
ENSG00000126870,DYNC2I1,5802
ENSG00000126878,AIF1L,5803
ENSG00000126882,FAM78A,5804
ENSG00000126883,NUP214,5805
ENSG00000126890,CTAG2,5806
ENSG00000126895,AVPR2,5807
ENSG00000126903,SLC10A3,5808
ENSG00000126934,MAP2K2,5809
ENSG00000126945,HNRNPH2,5810
ENSG00000126947,ARMCX1,5811
ENSG00000126950,TMEM35A,5812
ENSG00000126953,TIMM8A,5813
ENSG00000126970,ZC4H2,5814
ENSG00000127022,CANX,5815
ENSG00000127054,INTS11,5816
ENSG00000127074,RGS13,5817
ENSG00000127080,IPPK,5818
ENSG00000127081,ZNF484,5819
ENSG00000127083,OMD,5820
ENSG00000127084,FGD3,5821
ENSG00000127124,HIVEP3,5822
ENSG00000127125,PPCS,5823
ENSG00000127129,EDN2,5824
ENSG00000127152,BCL11B,5825
ENSG00000127184,COX7C,5826
ENSG00000127191,TRAF2,5827
ENSG00000127220,ABHD8,5828
ENSG00000127241,MASP1,5829
ENSG00000127249,ATP13A4,5830
ENSG00000127252,PLAAT1,5831
ENSG00000127311,HELB,5832
ENSG00000127314,RAP1B,5833
ENSG00000127318,IL22,5834
ENSG00000127324,TSPAN8,5835
ENSG00000127325,BEST3,5836
ENSG00000127328,RAB3IP,5837
ENSG00000127329,PTPRB,5838
ENSG00000127334,DYRK2,5839
ENSG00000127337,YEATS4,5840
ENSG00000127362,TAS2R3,5841
ENSG00000127364,TAS2R4,5842
ENSG00000127366,TAS2R5,5843
ENSG00000127377,CRYGN,5844
ENSG00000127399,LRRC61,5845
ENSG00000127412,TRPV5,5846
ENSG00000127415,IDUA,5847
ENSG00000127418,FGFRL1,5848
ENSG00000127419,TMEM175,5849
ENSG00000127423,AUNIP,5850
ENSG00000127445,PIN1,5851
ENSG00000127452,FBXL12,5852
ENSG00000127463,EMC1,5853
ENSG00000127472,PLA2G5,5854
ENSG00000127481,UBR4,5855
ENSG00000127483,HP1BP3,5856
ENSG00000127507,ADGRE2,5857
ENSG00000127511,SIN3B,5858
ENSG00000127515,OR7A10,5859
ENSG00000127526,SLC35E1,5860
ENSG00000127527,EPS15L1,5861
ENSG00000127528,KLF2,5862
ENSG00000127529,OR7C2,5863
ENSG00000127530,OR7C1,5864
ENSG00000127533,F2RL3,5865
ENSG00000127540,UQCR11,5866
ENSG00000127554,GFER,5867
ENSG00000127561,SYNGR3,5868
ENSG00000127564,PKMYT1,5869
ENSG00000127578,WFIKKN1,5870
ENSG00000127580,WDR24,5871
ENSG00000127585,FBXL16,5872
ENSG00000127586,CHTF18,5873
ENSG00000127588,GNG13,5874
ENSG00000127603,MACF1,5875
ENSG00000127616,SMARCA4,5876
ENSG00000127663,KDM4B,5877
ENSG00000127666,TICAM1,5878
ENSG00000127720,METTL25,5879
ENSG00000127743,IL17B,5880
ENSG00000127774,EMC6,5881
ENSG00000127780,OR1E2,5882
ENSG00000127804,METTL16,5883
ENSG00000127824,TUBA4A,5884
ENSG00000127831,VIL1,5885
ENSG00000127837,AAMP,5886
ENSG00000127838,PNKD,5887
ENSG00000127863,TNFRSF19,5888
ENSG00000127870,RNF6,5889
ENSG00000127884,ECHS1,5890
ENSG00000127903,ZNF835,5891
ENSG00000127914,AKAP9,5892
ENSG00000127920,GNG11,5893
ENSG00000127922,SEM1,5894
ENSG00000127928,GNGT1,5895
ENSG00000127946,HIP1,5896
ENSG00000127947,PTPN12,5897
ENSG00000127948,POR,5898
ENSG00000127951,FGL2,5899
ENSG00000127952,STYXL1,5900
ENSG00000127954,STEAP4,5901
ENSG00000127955,GNAI1,5902
ENSG00000127980,PEX1,5903
ENSG00000127989,MTERF1,5904
ENSG00000127990,SGCE,5905
ENSG00000127993,RBM48,5906
ENSG00000127995,CASD1,5907
ENSG00000128000,ZNF780B,5908
ENSG00000128011,LRFN1,5909
ENSG00000128016,ZFP36,5910
ENSG00000128039,SRD5A3,5911
ENSG00000128040,SPINK2,5912
ENSG00000128045,RASL11B,5913
ENSG00000128050,PAICS,5914
ENSG00000128052,KDR,5915
ENSG00000128059,PPAT,5916
ENSG00000128159,TUBGCP6,5917
ENSG00000128165,ADM2,5918
ENSG00000128185,DGCR6L,5919
ENSG00000128191,DGCR8,5920
ENSG00000128203,ASPHD2,5921
ENSG00000128218,VPREB3,5922
ENSG00000128228,SDF2L1,5923
ENSG00000128242,GAL3ST1,5924
ENSG00000128245,YWHAH,5925
ENSG00000128250,RFPL1,5926
ENSG00000128253,RFPL2,5927
ENSG00000128266,GNAZ,5928
ENSG00000128268,MGAT3,5929
ENSG00000128271,ADORA2A,5930
ENSG00000128272,ATF4,5931
ENSG00000128274,A4GALT,5932
ENSG00000128276,RFPL3,5933
ENSG00000128283,CDC42EP1,5934
ENSG00000128284,APOL3,5935
ENSG00000128285,MCHR1,5936
ENSG00000128294,TPST2,5937
ENSG00000128298,BAIAP2L2,5938
ENSG00000128309,MPST,5939
ENSG00000128310,GALR3,5940
ENSG00000128311,TST,5941
ENSG00000128313,APOL5,5942
ENSG00000128322,IGLL1,5943
ENSG00000128335,APOL2,5944
ENSG00000128340,RAC2,5945
ENSG00000128342,LIF,5946
ENSG00000128346,C22orf23,5947
ENSG00000128383,APOBEC3A,5948
ENSG00000128394,APOBEC3F,5949
ENSG00000128408,RIBC2,5950
ENSG00000128422,KRT17,5951
ENSG00000128463,EMC4,5952
ENSG00000128482,RNF112,5953
ENSG00000128487,SPECC1,5954
ENSG00000128510,CPA4,5955
ENSG00000128512,DOCK4,5956
ENSG00000128513,POT1,5957
ENSG00000128519,TAS2R16,5958
ENSG00000128524,ATP6V1F,5959
ENSG00000128534,LSM8,5960
ENSG00000128536,CDHR3,5961
ENSG00000128563,PRKRIP1,5962
ENSG00000128564,VGF,5963
ENSG00000128567,PODXL,5964
ENSG00000128573,FOXP2,5965
ENSG00000128578,STRIP2,5966
ENSG00000128581,IFT22,5967
ENSG00000128585,MKLN1,5968
ENSG00000128590,DNAJB9,5969
ENSG00000128591,FLNC,5970
ENSG00000128594,LRRC4,5971
ENSG00000128595,CALU,5972
ENSG00000128596,CCDC136,5973
ENSG00000128602,SMO,5974
ENSG00000128604,IRF5,5975
ENSG00000128606,LRRC17,5976
ENSG00000128607,KLHDC10,5977
ENSG00000128609,NDUFA5,5978
ENSG00000128610,FEZF1,5979
ENSG00000128617,OPN1SW,5980
ENSG00000128626,MRPS12,5981
ENSG00000128641,MYO1B,5982
ENSG00000128645,HOXD1,5983
ENSG00000128652,HOXD3,5984
ENSG00000128654,MTX2,5985
ENSG00000128655,PDE11A,5986
ENSG00000128656,CHN1,5987
ENSG00000128683,GAD1,5988
ENSG00000128694,OSGEPL1,5989
ENSG00000128699,ORMDL1,5990
ENSG00000128708,HAT1,5991
ENSG00000128709,HOXD9,5992
ENSG00000128710,HOXD10,5993
ENSG00000128713,HOXD11,5994
ENSG00000128714,HOXD13,5995
ENSG00000128731,HERC2,5996
ENSG00000128739,SNRPN,5997
ENSG00000128789,PSMG2,5998
ENSG00000128791,TWSG1,5999
ENSG00000128805,ARHGAP22,6000
ENSG00000128815,WDFY4,6001
ENSG00000128829,EIF2AK4,6002
ENSG00000128833,MYO5C,6003
ENSG00000128849,CGNL1,6004
ENSG00000128872,TMOD2,6005
ENSG00000128881,TTBK2,6006
ENSG00000128886,ELL3,6007
ENSG00000128891,CCDC32,6008
ENSG00000128908,INO80,6009
ENSG00000128915,ICE2,6010
ENSG00000128917,DLL4,6011
ENSG00000128918,ALDH1A2,6012
ENSG00000128923,MINDY2,6013
ENSG00000128928,IVD,6014
ENSG00000128944,KNSTRN,6015
ENSG00000128951,DUT,6016
ENSG00000128965,CHAC1,6017
ENSG00000128973,CLN6,6018
ENSG00000128989,ARPP19,6019
ENSG00000129003,VPS13C,6020
ENSG00000129007,CALML4,6021
ENSG00000129009,ISLR,6022
ENSG00000129028,THAP10,6023
ENSG00000129038,LOXL1,6024
ENSG00000129048,ACKR4,6025
ENSG00000129055,ANAPC13,6026
ENSG00000129071,MBD4,6027
ENSG00000129083,COPB1,6028
ENSG00000129084,PSMA1,6029
ENSG00000129103,SUMF2,6030
ENSG00000129116,PALLD,6031
ENSG00000129128,SPCS3,6032
ENSG00000129151,BBOX1,6033
ENSG00000129152,MYOD1,6034
ENSG00000129158,SERGEF,6035
ENSG00000129159,KCNC1,6036
ENSG00000129167,TPH1,6037
ENSG00000129170,CSRP3,6038
ENSG00000129173,E2F8,6039
ENSG00000129187,DCTD,6040
ENSG00000129194,SOX15,6041
ENSG00000129195,PIMREG,6042
ENSG00000129197,RPAIN,6043
ENSG00000129204,USP6,6044
ENSG00000129214,SHBG,6045
ENSG00000129219,PLD2,6046
ENSG00000129221,AIPL1,6047
ENSG00000129226,CD68,6048
ENSG00000129235,TXNDC17,6049
ENSG00000129244,ATP1B2,6050
ENSG00000129245,FXR2,6051
ENSG00000129250,KIF1C,6052
ENSG00000129255,MPDU1,6053
ENSG00000129292,PHF20L1,6054
ENSG00000129295,DNAAF11,6055
ENSG00000129315,CCNT1,6056
ENSG00000129317,PUS7L,6057
ENSG00000129347,KRI1,6058
ENSG00000129351,ILF3,6059
ENSG00000129353,SLC44A2,6060
ENSG00000129354,AP1M2,6061
ENSG00000129355,CDKN2D,6062
ENSG00000129422,MTUS1,6063
ENSG00000129437,KLK14,6064
ENSG00000129450,SIGLEC9,6065
ENSG00000129451,KLK10,6066
ENSG00000129455,KLK8,6067
ENSG00000129460,NGDN,6068
ENSG00000129465,RIPK3,6069
ENSG00000129467,ADCY4,6070
ENSG00000129472,RAB2B,6071
ENSG00000129473,BCL2L2,6072
ENSG00000129474,AJUBA,6073
ENSG00000129480,DTD2,6074
ENSG00000129484,PARP2,6075
ENSG00000129493,HEATR5A,6076
ENSG00000129514,FOXA1,6077
ENSG00000129515,SNX6,6078
ENSG00000129518,EAPP,6079
ENSG00000129521,EGLN3,6080
ENSG00000129534,MIS18BP1,6081
ENSG00000129535,NRL,6082
ENSG00000129538,RNASE1,6083
ENSG00000129559,NEDD8,6084
ENSG00000129562,DAD1,6085
ENSG00000129566,TEP1,6086
ENSG00000129595,EPB41L4A,6087
ENSG00000129596,CDO1,6088
ENSG00000129625,REEP5,6089
ENSG00000129636,ITFG1,6090
ENSG00000129646,QRICH2,6091
ENSG00000129654,FOXJ1,6092
ENSG00000129657,SEC14L1,6093
ENSG00000129667,RHBDF2,6094
ENSG00000129673,AANAT,6095
ENSG00000129675,ARHGEF6,6096
ENSG00000129680,MAP7D3,6097
ENSG00000129682,FGF13,6098
ENSG00000129691,ASH2L,6099
ENSG00000129696,TTI2,6100
ENSG00000129744,ART1,6101
ENSG00000129749,CHRNA10,6102
ENSG00000129757,CDKN1C,6103
ENSG00000129810,SGO1,6104
ENSG00000129824,RPS4Y1,6105
ENSG00000129862,VCY1B,6106
ENSG00000129864,VCY,6107
ENSG00000129873,CDY2B,6108
ENSG00000129910,CDH15,6109
ENSG00000129911,KLF16,6110
ENSG00000129925,PGAP6,6111
ENSG00000129932,DOHH,6112
ENSG00000129933,MAU2,6113
ENSG00000129946,SHC2,6114
ENSG00000129951,PLPPR3,6115
ENSG00000129965,INS-IGF2,6116
ENSG00000129968,ABHD17A,6117
ENSG00000129988,LBP,6118
ENSG00000129990,SYT5,6119
ENSG00000129991,TNNI3,6120
ENSG00000129993,CBFA2T3,6121
ENSG00000130005,GAMT,6122
ENSG00000130021,PUDP,6123
ENSG00000130023,ERMARD,6124
ENSG00000130024,PHF10,6125
ENSG00000130032,PRRG3,6126
ENSG00000130035,GALNT8,6127
ENSG00000130037,KCNA5,6128
ENSG00000130038,CRACR2A,6129
ENSG00000130045,NXNL2,6130
ENSG00000130052,STARD8,6131
ENSG00000130054,NALF2,6132
ENSG00000130055,GDPD2,6133
ENSG00000130066,SAT1,6134
ENSG00000130119,GNL3L,6135
ENSG00000130147,SH3BP4,6136
ENSG00000130150,MOSPD2,6137
ENSG00000130158,DOCK6,6138
ENSG00000130159,ECSIT,6139
ENSG00000130164,LDLR,6140
ENSG00000130165,ELOF1,6141
ENSG00000130167,TSPAN16,6142
ENSG00000130173,ANGPTL8,6143
ENSG00000130175,PRKCSH,6144
ENSG00000130176,CNN1,6145
ENSG00000130177,CDC16,6146
ENSG00000130182,ZSCAN10,6147
ENSG00000130193,THEM6,6148
ENSG00000130202,NECTIN2,6149
ENSG00000130203,APOE,6150
ENSG00000130204,TOMM40,6151
ENSG00000130208,APOC1,6152
ENSG00000130222,GADD45G,6153
ENSG00000130224,LRCH2,6154
ENSG00000130226,DPP6,6155
ENSG00000130227,XPO7,6156
ENSG00000130234,ACE2,6157
ENSG00000130244,FAM98C,6158
ENSG00000130254,SAFB2,6159
ENSG00000130255,RPL36,6160
ENSG00000130270,ATP8B3,6161
ENSG00000130283,GDF1,6162
ENSG00000130287,NCAN,6163
ENSG00000130294,KIF1A,6164
ENSG00000130299,GTPBP3,6165
ENSG00000130300,PLVAP,6166
ENSG00000130303,BST2,6167
ENSG00000130304,SLC27A1,6168
ENSG00000130305,NSUN5,6169
ENSG00000130307,USHBP1,6170
ENSG00000130309,COLGALT1,6171
ENSG00000130311,DDA1,6172
ENSG00000130312,MRPL34,6173
ENSG00000130313,PGLS,6174
ENSG00000130332,LSM7,6175
ENSG00000130338,TULP4,6176
ENSG00000130340,SNX9,6177
ENSG00000130347,RTN4IP1,6178
ENSG00000130348,QRSL1,6179
ENSG00000130349,MTRES1,6180
ENSG00000130363,RSPH3,6181
ENSG00000130368,MAS1,6182
ENSG00000130377,ACSBG2,6183
ENSG00000130382,MLLT1,6184
ENSG00000130383,FUT5,6185
ENSG00000130385,BMP15,6186
ENSG00000130396,AFDN,6187
ENSG00000130402,ACTN4,6188
ENSG00000130413,STK33,6189
ENSG00000130414,NDUFA10,6190
ENSG00000130427,EPO,6191
ENSG00000130429,ARPC1B,6192
ENSG00000130433,CACNG6,6193
ENSG00000130449,ZSWIM6,6194
ENSG00000130475,FCHO1,6195
ENSG00000130477,UNC13A,6196
ENSG00000130479,MAP1S,6197
ENSG00000130487,KLHDC7B,6198
ENSG00000130508,PXDN,6199
ENSG00000130511,SSBP4,6200
ENSG00000130513,GDF15,6201
ENSG00000130517,PGPEP1,6202
ENSG00000130518,IQCN,6203
ENSG00000130520,LSM4,6204
ENSG00000130522,JUND,6205
ENSG00000130528,HRC,6206
ENSG00000130529,TRPM4,6207
ENSG00000130538,OR11H1,6208
ENSG00000130540,SULT4A1,6209
ENSG00000130544,ZNF557,6210
ENSG00000130545,CRB3,6211
ENSG00000130558,OLFM1,6212
ENSG00000130559,CAMSAP1,6213
ENSG00000130560,UBAC1,6214
ENSG00000130561,SAG,6215
ENSG00000130584,ZBTB46,6216
ENSG00000130589,HELZ2,6217
ENSG00000130590,SAMD10,6218
ENSG00000130592,LSP1,6219
ENSG00000130595,TNNT3,6220
ENSG00000130598,TNNI2,6221
ENSG00000130635,COL5A1,6222
ENSG00000130638,ATXN10,6223
ENSG00000130640,TUBGCP2,6224
ENSG00000130643,CALY,6225
ENSG00000130649,CYP2E1,6226
ENSG00000130653,PNPLA7,6227
ENSG00000130656,HBZ,6228
ENSG00000130669,PAK4,6229
ENSG00000130675,MNX1,6230
ENSG00000130684,ZNF337,6231
ENSG00000130695,CEP85,6232
ENSG00000130699,TAF4,6233
ENSG00000130700,GATA5,6234
ENSG00000130701,RBBP8NL,6235
ENSG00000130702,LAMA5,6236
ENSG00000130703,OSBPL2,6237
ENSG00000130706,ADRM1,6238
ENSG00000130707,ASS1,6239
ENSG00000130711,PRDM12,6240
ENSG00000130713,EXOSC2,6241
ENSG00000130714,POMT1,6242
ENSG00000130717,UCK1,6243
ENSG00000130720,FIBCD1,6244
ENSG00000130724,CHMP2A,6245
ENSG00000130725,UBE2M,6246
ENSG00000130726,TRIM28,6247
ENSG00000130731,METTL26,6248
ENSG00000130733,YIPF2,6249
ENSG00000130734,ATG4D,6250
ENSG00000130741,EIF2S3,6251
ENSG00000130748,TMEM160,6252
ENSG00000130749,ZC3H4,6253
ENSG00000130751,NPAS1,6254
ENSG00000130755,GMFG,6255
ENSG00000130758,MAP3K10,6256
ENSG00000130762,ARHGEF16,6257
ENSG00000130764,LRRC47,6258
ENSG00000130766,SESN2,6259
ENSG00000130768,SMPDL3B,6260
ENSG00000130770,ATP5IF1,6261
ENSG00000130772,MED18,6262
ENSG00000130775,THEMIS2,6263
ENSG00000130779,CLIP1,6264
ENSG00000130783,CCDC62,6265
ENSG00000130787,HIP1R,6266
ENSG00000130803,ZNF317,6267
ENSG00000130810,PPAN,6268
ENSG00000130811,EIF3G,6269
ENSG00000130812,ANGPTL6,6270
ENSG00000130813,SHFL,6271
ENSG00000130816,DNMT1,6272
ENSG00000130818,ZNF426,6273
ENSG00000130821,SLC6A8,6274
ENSG00000130822,PNCK,6275
ENSG00000130826,DKC1,6276
ENSG00000130827,PLXNA3,6277
ENSG00000130829,DUSP9,6278
ENSG00000130830,MPP1,6279
ENSG00000130844,ZNF331,6280
ENSG00000130856,ZNF236,6281
ENSG00000130876,SLC7A10,6282
ENSG00000130881,LRP3,6283
ENSG00000130921,MTRFR,6284
ENSG00000130935,NOL11,6285
ENSG00000130939,UBE4B,6286
ENSG00000130940,CASZ1,6287
ENSG00000130943,PKDREJ,6288
ENSG00000130948,HSD17B3,6289
ENSG00000130950,NUTM2F,6290
ENSG00000130956,HABP4,6291
ENSG00000130957,FBP2,6292
ENSG00000130958,SLC35D2,6293
ENSG00000130962,PRRG1,6294
ENSG00000130985,UBA1,6295
ENSG00000130988,RGN,6296
ENSG00000130997,POLN,6297
ENSG00000131013,PPIL4,6298
ENSG00000131015,ULBP2,6299
ENSG00000131016,AKAP12,6300
ENSG00000131018,SYNE1,6301
ENSG00000131019,ULBP3,6302
ENSG00000131023,LATS1,6303
ENSG00000131037,EPS8L1,6304
ENSG00000131042,LILRB2,6305
ENSG00000131043,AAR2,6306
ENSG00000131044,TTLL9,6307
ENSG00000131050,BPIFA2,6308
ENSG00000131051,RBM39,6309
ENSG00000131055,COX4I2,6310
ENSG00000131059,BPIFA3,6311
ENSG00000131061,ZNF341,6312
ENSG00000131067,GGT7,6313
ENSG00000131068,DEFB118,6314
ENSG00000131069,ACSS2,6315
ENSG00000131080,EDA2R,6316
ENSG00000131089,ARHGEF9,6317
ENSG00000131094,C1QL1,6318
ENSG00000131095,GFAP,6319
ENSG00000131096,PYY,6320
ENSG00000131097,HIGD1B,6321
ENSG00000131100,ATP6V1E1,6322
ENSG00000131115,ZNF227,6323
ENSG00000131116,ZNF428,6324
ENSG00000131126,TEX101,6325
ENSG00000131127,ZNF141,6326
ENSG00000131142,CCL25,6327
ENSG00000131143,COX4I1,6328
ENSG00000131148,EMC8,6329
ENSG00000131149,GSE1,6330
ENSG00000131152,,6331
ENSG00000131153,GINS2,6332
ENSG00000131165,CHMP1A,6333
ENSG00000131171,SH3BGRL,6334
ENSG00000131174,COX7B,6335
ENSG00000131183,SLC34A1,6336
ENSG00000131187,F12,6337
ENSG00000131188,PRR7,6338
